office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
State Representative,050,LYNNE R. GENTRY,Democrat,county,Webster,831,False
State Representative,050,DAVID A. TJEPKES,Republican,county,Webster,1509,False
State Representative,050,OVER VOTES,,county,Webster,1,False
State Representative,050,UNDER VOTES,,county,Webster,35,False
State Representative,050,SCATTERING,,county,Webster,0,False
State Representative,050,TOTAL,,county,Webster,2376,False
State Representative,050,LYNNE R. GENTRY,Democrat,county,Total,4351,False
State Representative,050,DAVID A. TJEPKES,Republican,county,Total,5493,False
State Representative,050,OVER VOTES,,county,Total,3,False
State Representative,050,UNDER VOTES,,county,Total,222,False
State Representative,050,SCATTERING,,county,Total,4,False
State Representative,050,TOTAL,,county,Total,10073,False
State Representative,051,ROD ROBERTS,Republican,county,Carroll,4989,False
State Representative,051,OVER VOTES,,county,Carroll,0,False
State Representative,051,UNDER VOTES,,county,Carroll,0,False
State Representative,051,SCATTERING,,county,Carroll,59,False
State Representative,051,TOTAL,,county,Carroll,5048,False
State Representative,051,ROD ROBERTS,Republican,county,Crawford,946,False
State Representative,051,OVER VOTES,,county,Crawford,0,False
State Representative,051,UNDER VOTES,,county,Crawford,538,False
State Representative,051,SCATTERING,,county,Crawford,4,False
State Representative,051,TOTAL,,county,Crawford,1488,False
State Representative,051,ROD ROBERTS,Republican,county,Sac,629,False
State Representative,051,OVER VOTES,,county,Sac,0,False
State Representative,051,UNDER VOTES,,county,Sac,0,False
State Representative,051,SCATTERING,,county,Sac,2,False
State Representative,051,TOTAL,,county,Sac,631,False
State Representative,051,ROD ROBERTS,Republican,county,Total,6564,False
State Representative,051,OVER VOTES,,county,Total,0,False
State Representative,051,UNDER VOTES,,county,Total,538,False
State Representative,051,SCATTERING,,county,Total,65,False
State Representative,051,TOTAL,,county,Total,7167,False
State Representative,052,MARY LOU FREEMAN,Republican,county,Buena Vista,0,True
State Representative,052,OVER VOTES,,county,Buena Vista,0,True
State Representative,052,UNDER VOTES,,county,Buena Vista,0,True
State Representative,052,SCATTERING,,county,Buena Vista,0,True
State Representative,052,TOTAL,,county,Buena Vista,0,True
State Representative,052,MARY LOU FREEMAN,Republican,county,Sac,0,True
State Representative,052,OVER VOTES,,county,Sac,0,True
State Representative,052,UNDER VOTES,,county,Sac,0,True
State Representative,052,SCATTERING,,county,Sac,0,True
State Representative,052,TOTAL,,county,Sac,0,True
State Representative,052,MARY LOU FREEMAN,Republican,county,Total,0,True
State Representative,052,OVER VOTES,,county,Total,0,True
State Representative,052,UNDER VOTES,,county,Total,0,True
State Representative,052,SCATTERING,,county,Total,0,True
State Representative,052,TOTAL,,county,Total,0,True
State Representative,053,DAN HUSEMAN,Republican,county,Cherokee,3348,False
State Representative,053,OVER VOTES,,county,Cherokee,0,False
State Representative,053,UNDER VOTES,,county,Cherokee,0,False
State Representative,053,SCATTERING,,county,Cherokee,14,False
State Representative,053,TOTAL,,county,Cherokee,3362,False
State Representative,053,DAN HUSEMAN,Republican,county,Plymouth,1775,False
State Representative,053,OVER VOTES,,county,Plymouth,0,False
State Representative,053,UNDER VOTES,,county,Plymouth,0,False
State Representative,053,SCATTERING,,county,Plymouth,2,False
State Representative,053,TOTAL,,county,Plymouth,1777,False
State Representative,053,DAN HUSEMAN,Republican,county,Woodbury,2342,False
State Representative,053,OVER VOTES,,county,Woodbury,0,False
State Representative,053,UNDER VOTES,,county,Woodbury,0,False
State Representative,053,SCATTERING,,county,Woodbury,13,False
State Representative,053,TOTAL,,county,Woodbury,2355,False
State Representative,053,DAN HUSEMAN,Republican,county,Total,7465,False
State Representative,053,OVER VOTES,,county,Total,0,False
State Representative,053,UNDER VOTES,,county,Total,0,False
State Representative,053,SCATTERING,,county,Total,29,False
State Representative,053,TOTAL,,county,Total,7494,False
State Representative,054,CHRISTOPHER RANTS,Republican,county,Woodbury,5959,False
State Representative,054,OVER VOTES,,county,Woodbury,0,False
State Representative,054,UNDER VOTES,,county,Woodbury,0,False
State Representative,054,SCATTERING,,county,Woodbury,170,False
State Representative,054,TOTAL,,county,Woodbury,6129,False
State Representative,054,CHRISTOPHER RANTS,Republican,county,Total,5959,False
State Representative,054,OVER VOTES,,county,Total,0,False
State Representative,054,UNDER VOTES,,county,Total,0,False
State Representative,054,SCATTERING,,county,Total,170,False
State Representative,054,TOTAL,,county,Total,6129,False
State Representative,055,CLARENCE C HOFFMAN,Republican,county,Crawford,2445,False
State Representative,055,OVER VOTES,,county,Crawford,1,False
State Representative,055,UNDER VOTES,,county,Crawford,874,False
State Representative,055,SCATTERING,,county,Crawford,15,False
State Representative,055,TOTAL,,county,Crawford,3335,False
State Representative,055,CLARENCE C HOFFMAN,Republican,county,Ida,1775,False
State Representative,055,OVER VOTES,,county,Ida,2,False
State Representative,055,UNDER VOTES,,county,Ida,694,False
State Representative,055,SCATTERING,,county,Ida,4,False
State Representative,055,TOTAL,,county,Ida,2475,False
State Representative,055,CLARENCE C HOFFMAN,Republican,county,Monona,603,False
State Representative,055,OVER VOTES,,county,Monona,0,False
State Representative,055,UNDER VOTES,,county,Monona,275,False
State Representative,055,SCATTERING,,county,Monona,7,False
State Representative,055,TOTAL,,county,Monona,885,False
State Representative,055,CLARENCE C HOFFMAN,Republican,county,Woodbury,1474,False
State Representative,055,OVER VOTES,,county,Woodbury,0,False
State Representative,055,UNDER VOTES,,county,Woodbury,0,False
State Representative,055,SCATTERING,,county,Woodbury,8,False
State Representative,055,TOTAL,,county,Woodbury,1482,False
State Representative,055,CLARENCE C HOFFMAN,Republican,county,Total,6297,False
State Representative,055,OVER VOTES,,county,Total,3,False
State Representative,055,UNDER VOTES,,county,Total,1843,False
State Representative,055,SCATTERING,,county,Total,34,False
State Representative,055,TOTAL,,county,Total,8177,False
State Representative,056,NANCY BLETH,Democrat,county,Harrison,2216,False
State Representative,056,MATT W. WINDSCHITL,Republican,county,Harrison,2676,False
State Representative,056,OVER VOTES,,county,Harrison,0,False
State Representative,056,UNDER VOTES,,county,Harrison,180,False
State Representative,056,SCATTERING,,county,Harrison,13,False
State Representative,056,TOTAL,,county,Harrison,5085,False
State Representative,056,NANCY BLETH,Democrat,county,Monona,1103,False
State Representative,056,MATT W. WINDSCHITL,Republican,county,Monona,1234,False
State Representative,056,OVER VOTES,,county,Monona,0,False
State Representative,056,UNDER VOTES,,county,Monona,97,False
State Representative,056,SCATTERING,,county,Monona,0,False
State Representative,056,TOTAL,,county,Monona,2434,False
State Representative,056,NANCY BLETH,Democrat,county,Pottawattamie,1117,False
State Representative,056,MATT W. WINDSCHITL,Republican,county,Pottawattamie,1083,False
State Representative,056,OVER VOTES,,county,Pottawattamie,0,False
State Representative,056,UNDER VOTES,,county,Pottawattamie,83,False
State Representative,056,SCATTERING,,county,Pottawattamie,1,False
State Representative,056,TOTAL,,county,Pottawattamie,2284,False
State Representative,056,NANCY BLETH,Democrat,county,Total,4436,False
State Representative,056,MATT W. WINDSCHITL,Republican,county,Total,4993,False
State Representative,056,OVER VOTES,,county,Total,0,False
State Representative,056,UNDER VOTES,,county,Total,360,False
State Representative,056,SCATTERING,,county,Total,14,False
State Representative,056,TOTAL,,county,Total,9803,False
State Representative,057,JACK DRAKE,Republican,county,Cass,3083,False
State Representative,057,OVER VOTES,,county,Cass,0,False
State Representative,057,UNDER VOTES,,county,Cass,1004,False
State Representative,057,SCATTERING,,county,Cass,25,False
State Representative,057,TOTAL,,county,Cass,4112,False
State Representative,057,JACK DRAKE,Republican,county,Pottawattamie,988,False
State Representative,057,OVER VOTES,,county,Pottawattamie,0,False
State Representative,057,UNDER VOTES,,county,Pottawattamie,369,False
State Representative,057,SCATTERING,,county,Pottawattamie,15,False
State Representative,057,TOTAL,,county,Pottawattamie,1372,False
State Representative,057,JACK DRAKE,Republican,county,Shelby,3184,False
State Representative,057,OVER VOTES,,county,Shelby,0,False
State Representative,057,UNDER VOTES,,county,Shelby,1165,False
State Representative,057,SCATTERING,,county,Shelby,37,False
State Representative,057,TOTAL,,county,Shelby,4386,False
State Representative,057,JACK DRAKE,Republican,county,Total,7255,False
State Representative,057,OVER VOTES,,county,Total,0,False
State Representative,057,UNDER VOTES,,county,Total,2538,False
State Representative,057,SCATTERING,,county,Total,77,False
State Representative,057,TOTAL,,county,Total,9870,False
State Representative,058,CLEL BAUDLER,Republican,county,Adair,2296,False
State Representative,058,OVER VOTES,,county,Adair,0,False
State Representative,058,UNDER VOTES,,county,Adair,756,False
State Representative,058,SCATTERING,,county,Adair,45,False
State Representative,058,TOTAL,,county,Adair,3097,False
State Representative,058,CLEL BAUDLER,Republican,county,Audubon,1596,False
State Representative,058,OVER VOTES,,county,Audubon,0,False
State Representative,058,UNDER VOTES,,county,Audubon,0,False
State Representative,058,SCATTERING,,county,Audubon,29,False
State Representative,058,TOTAL,,county,Audubon,1625,False
State Representative,058,CLEL BAUDLER,Republican,county,Cass,688,False
State Representative,058,OVER VOTES,,county,Cass,0,False
State Representative,058,UNDER VOTES,,county,Cass,284,False
State Representative,058,SCATTERING,,county,Cass,13,False
State Representative,058,TOTAL,,county,Cass,985,False
State Representative,058,CLEL BAUDLER,Republican,county,Guthrie,2848,False
State Representative,058,OVER VOTES,,county,Guthrie,0,False
State Representative,058,UNDER VOTES,,county,Guthrie,0,False
State Representative,058,SCATTERING,,county,Guthrie,56,False
State Representative,058,TOTAL,,county,Guthrie,2904,False
State Representative,058,CLEL BAUDLER,Republican,county,Total,7428,False
State Representative,058,OVER VOTES,,county,Total,0,False
State Representative,058,UNDER VOTES,,county,Total,1040,False
State Representative,058,SCATTERING,,county,Total,143,False
State Representative,058,TOTAL,,county,Total,8611,False
State Representative,059,JIM SAMMLER,Democrat,county,Polk,5293,False
State Representative,059,DAN CLUTE,Republican,county,Polk,7250,False
State Representative,059,OVER VOTES,,county,Polk,0,False
State Representative,059,UNDER VOTES,,county,Polk,0,False
State Representative,059,SCATTERING,,county,Polk,11,False
State Representative,059,TOTAL,,county,Polk,12554,False
State Representative,059,JIM SAMMLER,Democrat,county,Total,5293,False
State Representative,059,DAN CLUTE,Republican,county,Total,7250,False
State Representative,059,OVER VOTES,,county,Total,0,False
State Representative,059,UNDER VOTES,,county,Total,0,False
State Representative,059,SCATTERING,,county,Total,11,False
State Representative,059,TOTAL,,county,Total,12554,False
State Representative,060,LIBBY JACOBS,Republican,county,Polk,7849,False
State Representative,060,OVER VOTES,,county,Polk,0,False
State Representative,060,UNDER VOTES,,county,Polk,0,False
State Representative,060,SCATTERING,,county,Polk,141,False
State Representative,060,TOTAL,,county,Polk,7990,False
State Representative,060,LIBBY JACOBS,Republican,county,Total,7849,False
State Representative,060,OVER VOTES,,county,Total,0,False
State Representative,060,UNDER VOTES,,county,Total,0,False
State Representative,060,SCATTERING,,county,Total,141,False
State Representative,060,TOTAL,,county,Total,7990,False
State Representative,061,JO OLDSON,Democrat,county,Polk,7893,False
State Representative,061,DAVID PAYER,Republican,county,Polk,3945,False
State Representative,061,OVER VOTES,,county,Polk,0,False
State Representative,061,UNDER VOTES,,county,Polk,0,False
State Representative,061,SCATTERING,,county,Polk,14,False
State Representative,061,TOTAL,,county,Polk,11852,False
State Representative,061,JO OLDSON,Democrat,county,Total,7893,False
State Representative,061,DAVID PAYER,Republican,county,Total,3945,False
State Representative,061,OVER VOTES,,county,Total,0,False
State Representative,061,UNDER VOTES,,county,Total,0,False
State Representative,061,SCATTERING,,county,Total,14,False
State Representative,061,TOTAL,,county,Total,11852,False
State Representative,062,BRUCE HUNTER,Democrat,county,Polk,6040,False
State Representative,062,OVER VOTES,,county,Polk,0,False
